"address","address_lat","address_lng","nearest_mrt_name","distance_to_nearest_mrt"
"130 BEDOK RESERVOIR ROAD",1.3335058,103.9123599,"Kaki Bukit",570
"636 BEDOK RESERVOIR ROAD",1.3311648,103.9045882,"Ubi",1035
"642 BEDOK RESERVOIR ROAD",1.3314407,103.9056309,"Kaki Bukit",807
"115 BEDOK RESERVOIR ROAD",1.3306733,103.9086442,"Kaki Bukit",698
"721 BEDOK RESERVOIR ROAD",1.3362813,103.9259548,"Bedok Reservoir",1216
"114 BEDOK RESERVOIR ROAD",1.3305197,103.909913,"Kaki Bukit",715
"637 BEDOK RESERVOIR ROAD",1.3311947,103.9038638,"Ubi",796
"635 BEDOK RESERVOIR ROAD",1.3307863,103.9049059,"Kaki Bukit",942
"629 BEDOK RESERVOIR ROAD",1.3342576,103.9147461,"Bedok North",1347
"643 BEDOK RESERVOIR ROAD",1.3307044,103.9053622,"Kaki Bukit",895
"10F BEDOK SOUTH AVENUE 2",1.322116,103.9366882,"Bedok",1402
"10B BEDOK SOUTH AVENUE 2",1.3224406,103.9361606,"Bedok",1346
"10E BEDOK SOUTH AVENUE 2",1.32166,103.9371924,"Bedok",1323
"10D BEDOK SOUTH AVENUE 2",1.3217402,103.9363754,"Bedok",1419
"167 BEDOK SOUTH AVENUE 3",1.3196374,103.9449899,"Tanah Merah",1468
"160 BEDOK SOUTH AVENUE 3",1.3193234,103.9451631,"Tanah Merah",1305
"161 BEDOK SOUTH AVENUE 3",1.3195596,103.9458057,"Tanah Merah",1363
"162 BEDOK SOUTH ROAD",1.3196312,103.9460777,"Tanah Merah",1376
"29A CHAI CHEE AVENUE",1.3248278,103.9238785,"Bedok",893
"665 JALAN DAMAI",1.3341158,103.9081004,"Kaki Bukit",220
"663 JALAN DAMAI",1.3346205,103.9088643,"Kaki Bukit",302
"662 JALAN DAMAI",1.3344075,103.9082817,"Kaki Bukit",239
"664 JALAN DAMAI",1.3342575,103.9089161,"Kaki Bukit",270
"661 JALAN DAMAI",1.3347018,103.9080098,"Kaki Bukit",108
"661 JALAN DAMAI",1.3347018,103.9080098,"Kaki Bukit",108
"661 JALAN DAMAI",1.3347018,103.9080098,"Kaki Bukit",108
"661 JALAN DAMAI",1.3347018,103.9080098,"Kaki Bukit",108
"148 BISHAN STREET 11",1.344233,103.854642,"Braddell",1934
"116 BISHAN STREET 12",1.347777,103.8493055,"Bishan",571
"115 BISHAN STREET 12",1.3480504,103.8483953,"Bishan",358
"121 BISHAN STREET 12",1.3472738,103.8510864,"Bishan",624
"105 BISHAN STREET 12",1.3458125,103.8473951,"Bishan",602
"195 BISHAN STREET 13",1.3483366,103.8509053,"Bishan",492
"180 BISHAN STREET 13",1.3484171,103.8524864,"Bishan",561
"176 BISHAN STREET 13",1.3482009,103.8537362,"Bishan",707
"171 BISHAN STREET 13",1.3468013,103.8536456,"Bishan",966
"308 SHUNFU ROAD",1.35064,103.8379739,"Marymount",432
"307 SHUNFU ROAD",1.3506002,103.8382005,"Marymount",458
"309 SHUNFU ROAD",1.3509187,103.8382527,"Marymount",459
"305 SHUNFU ROAD",1.3501136,103.8387892,"Marymount",460
"313 SHUNFU ROAD",1.3513189,103.8380265,"Marymount",558
"302 SHUNFU ROAD",1.3495765,103.8391749,"Marymount",61
"407 SIN MING AVENUE",1.3635464,103.833973,"Bright Hill",238
"406 SIN MING AVENUE",1.3630275,103.8340797,"Bright Hill",505
"403 SIN MING AVENUE",1.3624373,103.8329777,"Bright Hill",107
"22 SIN MING ROAD",1.3573558,103.8394233,"Upper Thomson",914
"24 SIN MING ROAD",1.3552091,103.8363302,"Upper Thomson",415
"23 SIN MING ROAD",1.3543011,103.8358007,"Upper Thomson",307
"506 BISHAN STREET 11",1.3491761,103.8493016,"Bishan",238
"150A BISHAN STREET 11",1.3447044,103.8554121,"Braddell",1852
"146 BISHAN STREET 11",1.3438499,103.8543203,"Braddell",1947
"147 BISHAN STREET 11",1.3438752,103.8551537,"Braddell",1870
"501 BISHAN STREET 11",1.3484878,103.8488,"Bishan",398
"113 BISHAN STREET 12",1.3472692,103.848641,"Bishan",522
"114 BISHAN STREET 12",1.3476367,103.8484821,"Bishan",466
"112 BISHAN STREET 12",1.3464546,103.8488872,"Bishan",610
"130 BISHAN STREET 12",1.345939,103.8508373,"Bishan",790
"106 BISHAN STREET 12",1.3461032,103.8477574,"Bishan",599
"122 BISHAN STREET 12",1.3468208,103.850664,"Bishan",632
"109 BISHAN STREET 12",1.3467612,103.8479386,"Bishan",531
"127 BISHAN STREET 12",1.3460802,103.8517432,"Bishan",1013
"126 BISHAN STREET 12",1.3461695,103.8521282,"Bishan",985
"110 BISHAN STREET 12",1.347495,103.8476668,"Bishan",500
"131 BISHAN STREET 12",1.3455718,103.8510185,"Bishan",819
"120 BISHAN STREET 12",1.3473048,103.8508603,"Bishan",665
"107 BISHAN STREET 12",1.3463946,103.8480291,"Bishan",563
"136 BISHAN STREET 12",1.3441328,103.8517445,"Braddell",1102
"144 BISHAN STREET 12",1.3459243,103.8533738,"Bishan",1061
"123 BISHAN STREET 12",1.3465292,103.8504832,"Bishan",760
"140 BISHAN STREET 12",1.3449111,103.8528911,"Braddell",1243
"111 BISHAN STREET 12",1.347053,103.8481197,"Bishan",498
"177 BISHAN STREET 13",1.3478829,103.8535478,"Bishan",686
"166 BISHAN STREET 13",1.3488421,103.8552762,"Bishan",1020
"153 BISHAN STREET 13",1.346134,103.855095,"Bishan",1043
"178 BISHAN STREET 13",1.3481234,103.8523854,"Bishan",596
"184 BISHAN STREET 13",1.3501037,103.8523773,"Bishan",662
"181 BISHAN STREET 13",1.3487841,103.8526491,"Bishan",496
"193 BISHAN STREET 13",1.34873,103.850908,"Bishan",360
"197 BISHAN STREET 13",1.3490164,103.850475,"Bishan",336
"182 BISHAN STREET 13",1.3500867,103.8530826,"Bishan",617
"172 BISHAN STREET 13",1.3473887,103.8533738,"Bishan",864
"254 BISHAN STREET 22",1.36191,103.8430174,"Ang Mo Kio",2082
"252 BISHAN STREET 22",1.3620179,103.8438625,"Ang Mo Kio",2068
"259 BISHAN STREET 22",1.3599768,103.8422311,"Upper Thomson",1711
"260 BISHAN STREET 22",1.3596247,103.8421429,"Upper Thomson",1598
"242 BISHAN STREET 22",1.3613523,103.8449493,"Ang Mo Kio",1925
"250 BISHAN STREET 22",1.3616521,103.8438625,"Ang Mo Kio",2080
"243 BISHAN STREET 22",1.3610015,103.8446233,"Ang Mo Kio",1927
"233 BISHAN STREET 22",1.3585805,103.8455006,"Bishan",1086
"241 BISHAN STREET 22",1.3606894,103.8455834,"Ang Mo Kio",1960
"249 BISHAN STREET 22",1.3612855,103.8438623,"Ang Mo Kio",2034
"232 BISHAN STREET 22",1.3582718,103.8456739,"Bishan",1072
"236 BISHAN STREET 22",1.3590695,103.8470327,"Bishan",1282
"285 BISHAN STREET 22",1.3588683,103.8438623,"Bishan",1299
"248 BISHAN STREET 22",1.3613803,103.8432961,"Ang Mo Kio",1961
"255 BISHAN STREET 22",1.361659,103.8427753,"Bright Hill",1446
"239 BISHAN STREET 22",1.360529,103.8448361,"Ang Mo Kio",1842
"293 BISHAN STREET 22",1.3562987,103.8459385,"Bishan",774
"221 BISHAN STREET 23",1.3580814,103.8487403,"Bishan",1002
"213 BISHAN STREET 23",1.3571573,103.8483915,"Bishan",1028
"227 BISHAN STREET 23",1.3581437,103.8470827,"Bishan",897
"216 BISHAN STREET 23",1.3564202,103.8492068,"Bishan",987
"230 BISHAN STREET 23",1.3579908,103.8453428,"Bishan",963
"204 BISHAN STREET 23",1.3549987,103.8474093,"Bishan",757
"205 BISHAN STREET 23",1.3553851,103.8477347,"Bishan",756
"207 BISHAN STREET 23",1.3546489,103.8481864,"Bishan",1033
"226 BISHAN STREET 23",1.3584385,103.8472815,"Bishan",1021
"203 BISHAN STREET 23",1.354847,103.8473389,"Bishan",782
"214 BISHAN STREET 23",1.357525,103.8483894,"Bishan",1033
"228 BISHAN STREET 23",1.358119,103.846761,"Bishan",901
"206 BISHAN STREET 23",1.3556952,103.8479386,"Bishan",752
"229 BISHAN STREET 23",1.35761,103.8461269,"Bishan",967
"217 BISHAN STREET 23",1.3570201,103.8497541,"Bishan",977
"220 BISHAN STREET 23",1.3575209,103.8488443,"Bishan",941
"209 BISHAN STREET 23",1.3553995,103.8487352,"Bishan",958
"288 BISHAN STREET 24",1.3569571,103.8450399,"Bishan",1018
"268 BISHAN STREET 24",1.3577038,103.8425941,"Bishan",1243
"286 BISHAN STREET 24",1.3584283,103.8439529,"Bishan",1209
"267 BISHAN STREET 24",1.3574805,103.8429627,"Bishan",1181
"270 BISHAN STREET 24",1.3569751,103.8420929,"Marymount",1544
"272 BISHAN STREET 24",1.3565463,103.842855,"Bishan",1273
"287 BISHAN STREET 24",1.3579343,103.8438849,"Bishan",1227
"273A BISHAN STREET 24",1.3559579,103.8437038,"Bishan",1028
"290 BISHAN STREET 24",1.3562373,103.8448777,"Bishan",906
"273B BISHAN STREET 24",1.3560509,103.8434547,"Bishan",1087
"266 BISHAN STREET 24",1.3581349,103.8421728,"Upper Thomson",1821
"265 BISHAN STREET 24",1.3584005,103.8420916,"Upper Thomson",1790
"269 BISHAN STREET 24",1.3565221,103.8437424,"Bishan",1045
"291 BISHAN STREET 24",1.356087,103.8451716,"Bishan",872
"289 BISHAN STREET 24",1.356615,103.8449032,"Bishan",930
"271 BISHAN STREET 24",1.3566455,103.8425237,"Bishan",1306
"448 BRIGHT HILL DRIVE",1.3584275,103.8315436,"Bright Hill",693
"446 BRIGHT HILL DRIVE",1.3580571,103.8322682,"Upper Thomson",656
"304 SHUNFU ROAD",1.3500743,103.837955,"Marymount",275
"312 SHUNFU ROAD",1.3512101,103.8387889,"Marymount",643
"443 SIN MING AVENUE",1.3587003,103.8327266,"Bright Hill",659
"451 SIN MING AVENUE",1.3586557,103.8300944,"Bright Hill",771
"454 SIN MING AVENUE",1.3591653,103.8306379,"Bright Hill",489
"455 SIN MING AVENUE",1.3587801,103.8307511,"Bright Hill",525
"449 SIN MING AVENUE",1.3582663,103.8309322,"Bright Hill",567
"445 SIN MING AVENUE",1.35872,103.8316342,"Bright Hill",537
"441 SIN MING AVENUE",1.3590868,103.8315436,"Bright Hill",515
"25 SIN MING ROAD",1.3548142,103.8387831,"Upper Thomson",720
"145 BISHAN STREET 11",1.3448753,103.8543476,"Braddell",1968
"149 BISHAN STREET 11",1.3441529,103.8558197,"Braddell",1932
"103 BISHAN STREET 12",1.3455143,103.8483009,"Braddell",1592
"141 BISHAN STREET 12",1.3451189,103.8533738,"Braddell",1282
"101 BISHAN STREET 12",1.3449091,103.8485047,"Braddell",1623
"135 BISHAN STREET 12",1.3445821,103.851245,"Braddell",888
"128 BISHAN STREET 12",1.3460875,103.850475,"Bishan",741
"125 BISHAN STREET 12",1.3469606,103.8515906,"Bishan",734
"138 BISHAN STREET 12",1.344068,103.8524096,"Braddell",1082
"102 BISHAN STREET 12",1.3450971,103.8479776,"Braddell",1619
"117 BISHAN STREET 12",1.3469737,103.8499953,"Bishan",847
"194 BISHAN STREET 13",1.3482789,103.8513808,"Bishan",454
"192 BISHAN STREET 13",1.348991,103.851182,"Bishan",325
"163 BISHAN STREET 13",1.348103,103.8564538,"Bishan",1069
"164 BISHAN STREET 13",1.3484712,103.8560915,"Bishan",910
"191 BISHAN STREET 13",1.3504111,103.8511785,"Bishan",197
"175 BISHAN STREET 13",1.3488546,103.853916,"Bishan",585
"179 BISHAN STREET 13",1.3486424,103.8518338,"Bishan",511
"196 BISHAN STREET 13",1.3480629,103.8507467,"Bishan",484
"154 BISHAN STREET 13",1.3465717,103.8553668,"Bishan",935
"155 BISHAN STREET 13",1.3462762,103.8558197,"Bishan",1036
"156 BISHAN STREET 13",1.3453929,103.856635,"Bishan",1188
"173 BISHAN STREET 13",1.347722,103.8542542,"Bishan",765
"168 BISHAN STREET 13",1.34733,103.8541908,"Bishan",795
"167 BISHAN STREET 13",1.3479618,103.8555479,"Bishan",806
"158 BISHAN STREET 13",1.3464932,103.8562727,"Bishan",1062
"183 BISHAN STREET 13",1.3504693,103.8524679,"Bishan",662
"170 BISHAN STREET 13",1.3464358,103.853555,"Bishan",853
"190 BISHAN STREET 13",1.3505564,103.8520585,"Bishan",249
"161 BISHAN STREET 13",1.3475167,103.8565444,"Bishan",1078
"157 BISHAN STREET 13",1.3459049,103.8567256,"Lorong Chuan",4939
"263 BISHAN STREET 22",1.3589506,103.8423224,"Upper Thomson",1729
"262 BISHAN STREET 22",1.3593188,103.8424135,"Upper Thomson",1640
"237 BISHAN STREET 22",1.3592871,103.8473951,"Bishan",1302
"292 BISHAN STREET 22",1.35622,103.8458551,"Bishan",757
"215 BISHAN STREET 23",1.3571547,103.8488444,"Bishan",1047
"224 BISHAN STREET 23",1.358992,103.8477574,"Bishan",1133
"275A BISHAN STREET 24",1.3566732,103.8435,"Bishan",1077
"310 SHUNFU ROAD",1.3508511,103.8386299,"Marymount",502
"303 SHUNFU ROAD",1.3498991,103.8382496,"Marymount",298
"408 SIN MING AVENUE",1.3633895,103.8348043,"Bright Hill",431
"444 SIN MING AVENUE",1.3585944,103.832316,"Bright Hill",624
"442 SIN MING AVENUE",1.3592836,103.8323361,"Bright Hill",627
"405 SIN MING AVENUE",1.3631246,103.8347024,"Bright Hill",432
"450 SIN MING AVENUE",1.358416,103.8303888,"Bright Hill",684
"453 SIN MING AVENUE",1.3591536,103.8299085,"Bright Hill",570
"119 BISHAN STREET 12",1.347259,103.850475,"Bishan",570
"134 BISHAN STREET 12",1.3454191,103.8521055,"Bishan",999
"187 BISHAN STREET 13",1.3495227,103.851562,"Bishan",359
"186 BISHAN STREET 13",1.3493674,103.8524758,"Bishan",643
"261 BISHAN STREET 22",1.3593847,103.8432282,"Bishan",1348
"245 BISHAN STREET 22",1.3605524,103.8439529,"Bishan",1327
"238 BISHAN STREET 22",1.3598987,103.8444043,"Bishan",1192
"257 BISHAN STREET 22",1.3600445,103.8431376,"Bishan",1430
"258 BISHAN STREET 22",1.3597961,103.8427777,"Bishan",1407
"219 BISHAN STREET 23",1.3571115,103.8495416,"Bishan",958
"223 BISHAN STREET 23",1.3585241,103.8482064,"Bishan",1079
"231 BISHAN STREET 23",1.3573145,103.8458667,"Bishan",864
"222 BISHAN STREET 23",1.3580557,103.8481877,"Bishan",984
"201 BISHAN STREET 23",1.3553343,103.8470327,"Bishan",814
"208 BISHAN STREET 23",1.3549043,103.84855,"Bishan",1002
"301 SHUNFU ROAD",1.3494503,103.8387898,"Marymount",307
"404 SIN MING AVENUE",1.3625714,103.8337854,"Bright Hill",199
"401 SIN MING AVENUE",1.3625206,103.8330834,"Bright Hill",147
"452 SIN MING AVENUE",1.3585044,103.8297911,"Bright Hill",769
"292A BUKIT BATOK EAST AVENUE 6",1.3447913,103.7546,"BUkit Batok",1107
"450A BUKIT BATOK WEST AVENUE 6",1.3527926,103.7435719,"BUkit Batok",1205
"445B BUKIT BATOK WEST AVENUE 8",1.3510804,103.7385056,"Chinese Garden",2419
"103 BUKIT BATOK CENTRAL",1.3482234,103.748063,"BUkit Batok",349
"225 BUKIT BATOK CENTRAL",1.3485271,103.7524242,"BUkit Batok",539
"227 BUKIT BATOK CENTRAL",1.3483314,103.7535816,"BUkit Batok",671
"226 BUKIT BATOK CENTRAL",1.3487793,103.7531999,"BUkit Batok",636
"229 BUKIT BATOK EAST AVENUE 3",1.3482923,103.7545951,"BUkit Batok",845
"280 BUKIT BATOK EAST AVENUE 3",1.3478798,103.7568434,"BUkit Batok",956
"283 BUKIT BATOK EAST AVENUE 3",1.3472903,103.7574769,"BUkit Batok",1174
"278 BUKIT BATOK EAST AVENUE 3",1.3478202,103.7578451,"BUkit Batok",1287
"262 BUKIT BATOK EAST AVENUE 4",1.3506309,103.7593107,"BUkit Batok",1419
"259 BUKIT BATOK EAST AVENUE 4",1.3513273,103.7595896,"BUkit Batok",1317
"264 BUKIT BATOK EAST AVENUE 4",1.349883,103.75903,"BUkit Batok",1336
"274 BUKIT BATOK EAST AVENUE 4",1.3479355,103.7579574,"BUkit Batok",1305
"271 BUKIT BATOK EAST AVENUE 4",1.3482544,103.7585861,"BUkit Batok",1377
"272 BUKIT BATOK EAST AVENUE 4",1.3488264,103.7578393,"BUkit Batok",1105
"265 BUKIT BATOK EAST AVENUE 4",1.350053,103.7599183,"BUkit Batok",1440
"258 BUKIT BATOK EAST AVENUE 4",1.3513108,103.758926,"BUkit Batok",1257
"256 BUKIT BATOK EAST AVENUE 4",1.3508011,103.7583828,"BUkit Batok",1241
"267 BUKIT BATOK EAST AVENUE 4",1.3486645,103.7602424,"BUkit Batok",1479
"263 BUKIT BATOK EAST AVENUE 4",1.3503233,103.7590389,"BUkit Batok",1448
"231 BUKIT BATOK EAST AVENUE 5",1.3491996,103.7542865,"BUkit Batok",602
"235 BUKIT BATOK EAST AVENUE 5",1.3493905,103.7558025,"BUkit Batok",1247
"241 BUKIT BATOK EAST AVENUE 5",1.3509696,103.7545808,"BUkit Batok",730
"240 BUKIT BATOK EAST AVENUE 5",1.3505337,103.7539471,"BUkit Batok",752
"244 BUKIT BATOK EAST AVENUE 5",1.3491241,103.7570247,"BUkit Batok",1090
"232 BUKIT BATOK EAST AVENUE 5",1.3494336,103.7547786,"BUkit Batok",1090
"250 BUKIT BATOK EAST AVENUE 5",1.3510215,103.757112,"BUkit Batok",1059
"239 BUKIT BATOK EAST AVENUE 5",1.3503034,103.7551206,"BUkit Batok",876
"233 BUKIT BATOK EAST AVENUE 5",1.34725,103.7494584,"BUkit Batok",453
"238 BUKIT BATOK EAST AVENUE 5",1.3498695,103.7547637,"BUkit Batok",878
"249 BUKIT BATOK EAST AVENUE 5",1.3507433,103.7565454,"BUkit Batok",1024
"247 BUKIT BATOK EAST AVENUE 5",1.3499968,103.7568363,"BUkit Batok",1175
"252 BUKIT BATOK EAST AVENUE 5",1.3504943,103.7572407,"BUkit Batok",1101
"248 BUKIT BATOK EAST AVENUE 5",1.3502993,103.7564817,"BUkit Batok",1035
"162 BUKIT BATOK STREET 11",1.3479668,103.7417267,"BUkit Batok",1243
"164 BUKIT BATOK STREET 11",1.3477409,103.7428129,"BUkit Batok",1270
"160 BUKIT BATOK STREET 11",1.3489171,103.7420889,"BUkit Batok",1086
"152 BUKIT BATOK STREET 11",1.3487514,103.7442582,"BUkit Batok",834
"161 BUKIT BATOK STREET 11",1.3484775,103.7420888,"BUkit Batok",1130
"205 BUKIT BATOK STREET 21",1.3471327,103.7498505,"BUkit Batok",511
"217 BUKIT BATOK STREET 21",1.3467948,103.7545806,"BUkit Batok",1123
"215 BUKIT BATOK STREET 21",1.3467992,103.7535063,"BUkit Batok",846
"206 BUKIT BATOK STREET 21",1.3466907,103.7493662,"BUkit Batok",621
"207 BUKIT BATOK STREET 21",1.3462541,103.7493629,"BUkit Batok",615
"213 BUKIT BATOK STREET 21",1.3468062,103.7524981,"BUkit Batok",803
"224 BUKIT BATOK STREET 21",1.3477511,103.7525859,"BUkit Batok",698
"212 BUKIT BATOK STREET 21",1.3471745,103.7521361,"BUkit Batok",842
"293D BUKIT BATOK STREET 21",1.3450235,103.7553411,"BUkit Batok",1253
"219 BUKIT BATOK STREET 21",1.3472311,103.7550328,"BUkit Batok",1066
"296B BUKIT BATOK STREET 22",1.3436301,103.7471174,"BUkit Batok",945
"304 BUKIT BATOK STREET 31",1.357487,103.7479771,"Bukit Gombak",733
"364 BUKIT BATOK STREET 31",1.360665,103.7492367,"Bukit Gombak",485
"305 BUKIT BATOK STREET 31",1.3578601,103.7479682,"Bukit Gombak",699
"363 BUKIT BATOK STREET 31",1.3609581,103.7492367,"Bukit Gombak",525
"307 BUKIT BATOK STREET 31",1.3581788,103.7484222,"Bukit Gombak",646
"361 BUKIT BATOK STREET 31",1.3606922,103.7508538,"Bukit Gombak",465
"360 BUKIT BATOK STREET 31",1.3612828,103.7503955,"Bukit Gombak",528
"367 BUKIT BATOK STREET 31",1.3603687,103.7497798,"Bukit Gombak",426
"374 BUKIT BATOK STREET 31",1.3581629,103.7507487,"Bukit Gombak",739
"309 BUKIT BATOK STREET 31",1.358268,103.7487612,"Bukit Gombak",596
"333 BUKIT BATOK STREET 32",1.3641186,103.7476073,"Bukit Gombak",1041
"312 BUKIT BATOK STREET 32",1.3599236,103.7475498,"Bukit Gombak",648
"318 BUKIT BATOK STREET 32",1.360979,103.7471675,"Bukit Gombak",877
"313 BUKIT BATOK STREET 32",1.360238,103.7471543,"Bukit Gombak",698
"324 BUKIT BATOK STREET 33",1.3622112,103.7479694,"Bukit Gombak",1000
"321 BUKIT BATOK STREET 33",1.3613259,103.7475313,"Bukit Gombak",871
"323 BUKIT BATOK STREET 33",1.3611836,103.748241,"Bukit Gombak",637
"322 BUKIT BATOK STREET 33",1.3617009,103.7475166,"Bukit Gombak",865
"341 BUKIT BATOK STREET 34",1.3627906,103.7491461,"Bukit Gombak",815
"347 BUKIT BATOK STREET 34",1.3622197,103.7512217,"Bukit Gombak",418
"339 BUKIT BATOK STREET 34",1.3631772,103.75071,"Bukit Gombak",867
"343 BUKIT BATOK STREET 34",1.3624242,103.7491461,"Bukit Gombak",695
"346 BUKIT BATOK STREET 34",1.3624896,103.7505039,"Bukit Gombak",848
"530 BUKIT BATOK STREET 51",1.3561849,103.7510471,"Bukit Gombak",807
"527 BUKIT BATOK STREET 51",1.3570797,103.7515223,"Bukit Gombak",951
"533 BUKIT BATOK STREET 51",1.3558992,103.7497798,"Bukit Gombak",628
"534 BUKIT BATOK STREET 51",1.3559677,103.7505944,"Bukit Gombak",762
"528 BUKIT BATOK STREET 51",1.3566967,103.7512281,"Bukit Gombak",911
"536 BUKIT BATOK STREET 52",1.3555244,103.7511387,"Bukit Gombak",659
"540 BUKIT BATOK STREET 52",1.3544251,103.7512285,"Bukit Gombak",781
"537 BUKIT BATOK STREET 52",1.3551602,103.750866,"Bukit Gombak",785
"509 BUKIT BATOK STREET 52",1.352559,103.7541473,"BUkit Batok",929
"504 BUKIT BATOK STREET 52",1.3519796,103.7551164,"BUkit Batok",874
"507 BUKIT BATOK STREET 52",1.352213,103.7537627,"BUkit Batok",827
"523 BUKIT BATOK STREET 52",1.3566894,103.7524954,"Bukit Gombak",350
"503 BUKIT BATOK STREET 52",1.3515578,103.7539472,"BUkit Batok",722
"505 BUKIT BATOK STREET 52",1.3519153,103.7536754,"BUkit Batok",800
"539 BUKIT BATOK STREET 52",1.3547939,103.750866,"Bukit Gombak",865
"501 BUKIT BATOK STREET 52",1.351478,103.7550303,"BUkit Batok",799
"506 BUKIT BATOK STREET 52",1.3522258,103.7546728,"BUkit Batok",840
"525 BUKIT BATOK STREET 52",1.3570573,103.7522238,"Bukit Gombak",343
"421 BUKIT BATOK WEST AVENUE 2",1.3625205,103.7449409,"Bukit Gombak",1297
"420 BUKIT BATOK WEST AVENUE 2",1.3625169,103.745797,"Bukit Gombak",1341
"422 BUKIT BATOK WEST AVENUE 2",1.3621505,103.745797,"Bukit Gombak",1368
"416 BUKIT BATOK WEST AVENUE 4",1.3632141,103.7462089,"Bukit Gombak",1118
"408 BUKIT BATOK WEST AVENUE 4",1.3648182,103.7449977,"Bukit Gombak",1469
"413 BUKIT BATOK WEST AVENUE 4",1.3635376,103.7467021,"Bukit Gombak",1233
"411 BUKIT BATOK WEST AVENUE 4",1.364126,103.74625,"Bukit Gombak",1286
"417 BUKIT BATOK WEST AVENUE 4",1.3628802,103.7463401,"Bukit Gombak",1105
"407 BUKIT BATOK WEST AVENUE 4",1.3647887,103.745797,"Bukit Gombak",1384
"410 BUKIT BATOK WEST AVENUE 4",1.364427,103.7449823,"Bukit Gombak",1470
"132 BUKIT BATOK WEST AVENUE 6",1.3505632,103.745642,"BUkit Batok",689
"194B BUKIT BATOK WEST AVENUE 6",1.3451599,103.7446203,"BUkit Batok",956
"138 BUKIT BATOK WEST AVENUE 6",1.3502442,103.7442588,"BUkit Batok",904
"127 BUKIT BATOK WEST AVENUE 6",1.3518875,103.7460717,"BUkit Batok",705
"109 BUKIT BATOK WEST AVENUE 6",1.3469891,103.7461618,"BUkit Batok",699
"139 BUKIT BATOK WEST AVENUE 6",1.3512806,103.7441094,"BUkit Batok",949
"144 BUKIT BATOK WEST AVENUE 6",1.3500728,103.744225,"BUkit Batok",904
"129 BUKIT BATOK WEST AVENUE 6",1.3514577,103.7459815,"BUkit Batok",681
"149 BUKIT BATOK WEST AVENUE 6",1.3492662,103.7443468,"BUkit Batok",820
"146 BUKIT BATOK WEST AVENUE 6",1.3496382,103.7440804,"BUkit Batok",899
"130 BUKIT BATOK WEST AVENUE 6",1.3511652,103.746072,"BUkit Batok",675
"134 BUKIT BATOK WEST AVENUE 6",1.3516111,103.7444427,"BUkit Batok",969
"136 BUKIT BATOK WEST AVENUE 6",1.3508789,103.7448952,"BUkit Batok",862
"175 BUKIT BATOK WEST AVENUE 8",1.3456957,103.7418168,"BUkit Batok",1157
"180 BUKIT BATOK WEST AVENUE 8",1.3456092,103.742742,"BUkit Batok",1239
"168 BUKIT BATOK WEST AVENUE 8",1.3471562,103.7412579,"BUkit Batok",1226
"177 BUKIT BATOK WEST AVENUE 8",1.346356,103.7416359,"BUkit Batok",1173
"167 BUKIT BATOK WEST AVENUE 8",1.3469315,103.7422669,"BUkit Batok",1227
"182 BUKIT BATOK WEST AVENUE 8",1.3456232,103.7439181,"BUkit Batok",1133
"176 BUKIT BATOK WEST AVENUE 8",1.3459903,103.7415453,"BUkit Batok",1170
"184 BUKIT BATOK WEST AVENUE 8",1.3463435,103.7438082,"BUkit Batok",1170
"443D BUKIT BATOK WEST AVENUE 8",1.3557195,103.7371918,"Chinese Garden",3100
"228 BUKIT BATOK CENTRAL",1.3486667,103.7536294,"BUkit Batok",678
"625 BUKIT BATOK CENTRAL",1.3512217,103.7487874,"BUkit Batok",286
"620 BUKIT BATOK CENTRAL",1.3497471,103.7483194,"BUkit Batok",247
"104 BUKIT BATOK CENTRAL",1.3489937,103.7472898,"BUkit Batok",365
"106 BUKIT BATOK CENTRAL",1.3481875,103.7469673,"BUkit Batok",536
"290D BUKIT BATOK EAST AVENUE 3",1.3445761,103.7575829,"BUkit Batok",1477
"266 BUKIT BATOK EAST AVENUE 4",1.3493257,103.760194,"BUkit Batok",1440
"268 BUKIT BATOK EAST AVENUE 4",1.3493318,103.7591068,"BUkit Batok",1286
"260 BUKIT BATOK EAST AVENUE 4",1.3509445,103.7589259,"BUkit Batok",1250
"253 BUKIT BATOK EAST AVENUE 5",1.3501752,103.7575754,"BUkit Batok",1186
"242 BUKIT BATOK EAST AVENUE 5",1.3507868,103.7558783,"BUkit Batok",1082
"211 BUKIT BATOK STREET 21",1.3464092,103.7503854,"BUkit Batok",646
"209 BUKIT BATOK STREET 21",1.3454729,103.7487412,"BUkit Batok",776
"202 BUKIT BATOK STREET 21",1.3465602,103.7484017,"BUkit Batok",524
"201 BUKIT BATOK STREET 21",1.3457336,103.7479719,"BUkit Batok",624
"208 BUKIT BATOK STREET 21",1.3458934,103.7488545,"BUkit Batok",601
"293A BUKIT BATOK STREET 21",1.3460052,103.7550004,"BUkit Batok",998
"293C BUKIT BATOK STREET 21",1.3461679,103.7552587,"BUkit Batok",1007
"298 BUKIT BATOK STREET 22",1.3447134,103.7470664,"BUkit Batok",789
"296C BUKIT BATOK STREET 22",1.3436748,103.7481534,"BUkit Batok",927
"296A BUKIT BATOK STREET 22",1.343871,103.7461086,"BUkit Batok",1030
"291A BUKIT BATOK STREET 24",1.3435213,103.7558463,"BUkit Batok",1322
"291B BUKIT BATOK STREET 24",1.3430452,103.7556635,"BUkit Batok",1476
"291E BUKIT BATOK STREET 24",1.3434349,103.7546898,"BUkit Batok",1200
