"address","address_lat","address_lng","nearest_mrt_name","distance_to_nearest_mrt"
"677A PUNGGOL DRIVE",1.4053023,103.909188,"Damai",225
"617A PUNGGOL DRIVE",1.4019637,103.9125059,"Oasis",113
"665B PUNGGOL DRIVE",1.4018256,103.9141614,"Oasis",192
"665A PUNGGOL DRIVE",1.4016462,103.9140773,"Oasis",187
"617B PUNGGOL DRIVE",1.402206,103.912088,"Oasis",152
"638C PUNGGOL DRIVE",1.3997212,103.9155314,"Kadaloor",269
"637B PUNGGOL DRIVE",1.3994834,103.9148457,"Kadaloor",483
"638B PUNGGOL DRIVE",1.3999676,103.9152164,"Kadaloor",302
"676B PUNGGOL DRIVE",1.4050571,103.910343,"Damai",323
"641B PUNGGOL DRIVE",1.3988574,103.9167447,"Kadaloor",212
"305D PUNGGOL DRIVE",1.4057761,103.9070448,"Damai",191
"619B PUNGGOL DRIVE",1.4030678,103.9109345,"Oasis",242
"678B PUNGGOL DRIVE",1.4062022,103.9091937,"Damai",200
"619A PUNGGOL DRIVE",1.4027523,103.9114928,"Oasis",158
"636B PUNGGOL DRIVE",1.4004868,103.9137415,"Oasis",414
"677B PUNGGOL DRIVE",1.4053075,103.9095904,"Damai",193
"642D PUNGGOL DRIVE",1.3988534,103.9158815,"Kadaloor",367
"676C PUNGGOL DRIVE",1.4053849,103.9106045,"Damai",322
"635C PUNGGOL DRIVE",1.4007901,103.9142604,"Oasis",261
"666B PUNGGOL DRIVE",1.4017995,103.91524,"Kadaloor",349
"618A PUNGGOL DRIVE",1.4012509,103.9124505,"Oasis",259
"619D PUNGGOL DRIVE",1.4021563,103.9112044,"Oasis",300
"678C PUNGGOL DRIVE",1.4063453,103.9094825,"Damai",317
"676A PUNGGOL DRIVE",1.4048159,103.9099086,"Damai",164
"637D PUNGGOL DRIVE",1.3991121,103.9154509,"Kadaloor",351
"612A PUNGGOL DRIVE",1.4042755,103.9092786,"Damai",268
"679C PUNGGOL DRIVE",1.4065043,103.9087025,"Damai",164
"632B PUNGGOL DRIVE",1.40083,103.913163,"Oasis",343
"642A PUNGGOL DRIVE",1.3981294,103.9167213,"Kadaloor",314
"677C PUNGGOL DRIVE",1.4057264,103.9096909,"Damai",180
"637A PUNGGOL DRIVE",1.3995632,103.9145446,"Kadaloor",407
"613A PUNGGOL DRIVE",1.4045769,103.9079194,"Damai",638
"635A PUNGGOL DRIVE",1.4010764,103.9138452,"Oasis",210
"617C PUNGGOL DRIVE",1.4019839,103.9124505,"Oasis",106
"632C PUNGGOL DRIVE",1.4008985,103.9131529,"Oasis",319
"633A PUNGGOL DRIVE",1.4015001,103.9132614,"Oasis",302
"633B PUNGGOL DRIVE",1.4013168,103.9134523,"Oasis",272
"638A PUNGGOL DRIVE",1.4000915,103.914897,"Kadaloor",427
"637C PUNGGOL DRIVE",1.3992421,103.9152172,"Kadaloor",493
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"642B PUNGGOL DRIVE",1.3983563,103.9163717,"Kadaloor",390
"302B PUNGGOL PLACE",1.4043254,103.9048052,"Punggol",386
"301D PUNGGOL PLACE",1.4045148,103.9053889,"Punggol",439
"288C PUNGGOL PLACE",1.402623,103.9037505,"Punggol",363
"273D PUNGGOL PLACE",1.4026541,103.9016436,"Punggol",196
"306B PUNGGOL PLACE",1.405775,103.905935,"Damai",410
"273A PUNGGOL PLACE",1.4022658,103.9022099,"Punggol",313
"303D PUNGGOL PLACE",1.4042084,103.9049591,"Punggol",365
"274D PUNGGOL PLACE",1.4031476,103.9018475,"Punggol",135
"289B PUNGGOL PLACE",1.4018216,103.9029349,"Punggol",823
"302A PUNGGOL PLACE",1.4051368,103.9045373,"Punggol",326
"274A PUNGGOL PLACE",1.4027329,103.9023502,"Punggol",258
"209B PUNGGOL PLACE",1.3999856,103.9009462,"Cove",827
"302C PUNGGOL PLACE",1.4048899,103.9050155,"Punggol",382
"289A PUNGGOL PLACE",1.401511,103.9027763,"Cove",531
"302D PUNGGOL PLACE",1.4046391,103.9051507,"Punggol",409
"274B PUNGGOL PLACE",1.4027154,103.9023286,"Punggol",259
"306A PUNGGOL PLACE",1.4061313,103.9054723,"Damai",474
"273C PUNGGOL PLACE",1.4022707,103.9013943,"Punggol",290
"289C PUNGGOL PLACE",1.4018216,103.9029349,"Punggol",823
"274C PUNGGOL PLACE",1.403291,103.9021199,"Punggol",138
"207A PUNGGOL PLACE",1.4002261,103.9012298,"Cove",775
"288A PUNGGOL PLACE",1.4023511,103.9031647,"Punggol",703
"207B PUNGGOL PLACE",1.4003633,103.9003859,"Punggol",533
"207D PUNGGOL PLACE",1.4009667,103.9006996,"Punggol",475
"273B PUNGGOL PLACE",1.4020135,103.9017915,"Punggol",363
"603B PUNGGOL ROAD",1.4031819,103.9082817,"Damai",573
"604B PUNGGOL ROAD",1.403921,103.9072848,"Damai",420
"195D PUNGGOL ROAD",1.4015037,103.907013,"Cove",336
"195A PUNGGOL ROAD",1.4015086,103.9061973,"Cove",375
"604A PUNGGOL ROAD",1.4044197,103.9073315,"Damai",354
"195E PUNGGOL ROAD",1.401795,103.9071923,"Cove",460
"603A PUNGGOL ROAD",1.4036223,103.9082399,"Damai",538
"195C PUNGGOL ROAD",1.4011383,103.9068317,"Cove",292
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"195B PUNGGOL ROAD",1.4014141,103.9064318,"Cove",493
"162A PUNGGOL CENTRAL",1.3965503,103.9141354,"Riviera",487
"162B PUNGGOL CENTRAL",1.3963216,103.9145987,"Riviera",422
"165B PUNGGOL CENTRAL",1.3952106,103.9144217,"Riviera",268
"188 PUNGGOL CENTRAL",1.3990494,103.9113517,"Meridian",879
"648 PUNGGOL CENTRAL",1.397643,103.9151694,"Kadaloor",545
"163A PUNGGOL CENTRAL",1.3956344,103.9141035,"Coral Edge",788
"190 PUNGGOL CENTRAL",1.3995193,103.9106105,"Meridian",790
"294 PUNGGOL CENTRAL",1.4027126,103.9046429,"Punggol",501
"166B PUNGGOL CENTRAL",1.3947495,103.9151802,"Riviera",156
"646 PUNGGOL CENTRAL",1.3981522,103.9158038,"Kadaloor",441
"186 PUNGGOL CENTRAL",1.3985449,103.9110764,"Meridian",768
"618B PUNGGOL DRIVE",1.4015463,103.912088,"Oasis",167
"641C PUNGGOL DRIVE",1.3991522,103.9164728,"Kadaloor",257
"677D PUNGGOL DRIVE",1.4059628,103.9101857,"Damai",224
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"618C PUNGGOL DRIVE",1.4017678,103.9118161,"Oasis",219
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"289D PUNGGOL PLACE",1.4020366,103.9037505,"Cove",1109
"192 PUNGGOL CENTRAL",1.3998937,103.9094367,"Meridian",619
"187 PUNGGOL CENTRAL",1.399067,103.9108505,"Meridian",806
"191 PUNGGOL CENTRAL",1.3995991,103.9096632,"Meridian",660
"83 COMMONWEALTH CLOSE",1.3047999,103.8004802,"Commonwealth",520
"81 COMMONWEALTH CLOSE",1.3038494,103.8003896,"Commonwealth",373
"82 COMMONWEALTH CLOSE",1.3043193,103.8004116,"Commonwealth",461
"110 COMMONWEALTH CRESCENT",1.3068586,103.7986691,"Commonwealth",565
"91 COMMONWEALTH DRIVE",1.3059014,103.7997558,"Commonwealth",492
"52 COMMONWEALTH DRIVE",1.3016752,103.797028,"Commonwealth",377
"52 COMMONWEALTH DRIVE",1.3016752,103.797028,"Commonwealth",377
"52 COMMONWEALTH DRIVE",1.3016752,103.797028,"Commonwealth",377
"18 GHIM MOH ROAD",1.3102163,103.7870789,"Buona Vista",823
"86 COMMONWEALTH CLOSE",1.3044402,103.7993936,"Commonwealth",327
"87 COMMONWEALTH CLOSE",1.3048224,103.7997331,"Commonwealth",327
"88 COMMONWEALTH CLOSE",1.3049108,103.7992168,"Commonwealth",371
"84 COMMONWEALTH CLOSE",1.3037081,103.7994841,"Commonwealth",193
"85 COMMONWEALTH CLOSE",1.3042207,103.7993936,"Commonwealth",319
"96 COMMONWEALTH CRESCENT",1.3062591,103.8012046,"Commonwealth",665
"98 COMMONWEALTH CRESCENT",1.3069137,103.8014662,"Commonwealth",746
"112 COMMONWEALTH CRESCENT",1.3066967,103.7981937,"Commonwealth",622
"101 COMMONWEALTH CRESCENT",1.3081635,103.8008424,"Holland Village",917
"97 COMMONWEALTH CRESCENT",1.3061845,103.8014765,"Commonwealth",762
"113 COMMONWEALTH CRESCENT",1.3068443,103.7979674,"Commonwealth",607
"99 COMMONWEALTH CRESCENT",1.3073569,103.8012496,"Commonwealth",767
"108 COMMONWEALTH CRESCENT",1.3075877,103.7991219,"Holland Village",814
"102 COMMONWEALTH CRESCENT",1.3078718,103.8006613,"Holland Village",861
"111 COMMONWEALTH CRESCENT",1.3064207,103.798488,"Commonwealth",609
"100 COMMONWEALTH CRESCENT",1.3077219,103.8012952,"Commonwealth",822
"109 COMMONWEALTH CRESCENT",1.3072752,103.7991864,"Holland Village",949
"95 COMMONWEALTH DRIVE",1.3054619,103.801115,"Commonwealth",623
"90 COMMONWEALTH DRIVE",1.305463,103.7996652,"Commonwealth",466
"93 COMMONWEALTH DRIVE",1.3053705,103.8001112,"Commonwealth",544
"89 COMMONWEALTH DRIVE",1.3055376,103.7993936,"Commonwealth",435
"50 COMMONWEALTH DRIVE",1.3011602,103.7972203,"Commonwealth",472
"53 COMMONWEALTH DRIVE",1.3023803,103.7967186,"Commonwealth",219
"51 COMMONWEALTH DRIVE",1.3013595,103.7976668,"Commonwealth",417
"92 COMMONWEALTH DRIVE",1.3058252,103.8002991,"Commonwealth",531
"94 COMMONWEALTH DRIVE",1.3055873,103.8007918,"Commonwealth",632
"89 DAWSON ROAD",1.295446,103.811789,"Queenstown",848
"87 DAWSON ROAD",1.2960052,103.8099048,"Queenstown",783
"90 DAWSON ROAD",1.2953402,103.812228,"Queenstown",898
"91 DAWSON ROAD",1.2953335,103.8125242,"Queenstown",931
"93 DAWSON ROAD",1.2949706,103.811632,"Queenstown",872
"5 DOVER CRESCENT",1.3041522,103.7823409,"One-North",926
"28C DOVER CRESCENT",1.3058532,103.7821896,"Dover",1094
"21 DOVER CRESCENT",1.3070288,103.7846116,"Buona Vista",885
"20 DOVER CRESCENT",1.3066904,103.7835577,"Dover",870
"28B DOVER CRESCENT",1.3053613,103.7819473,"Dover",1190
"1 DOVER ROAD",1.3025543,103.7833667,"One-North",712
"3 DOVER ROAD",1.3038037,103.7823707,"One-North",903
"3 DOVER ROAD",1.3038037,103.7823707,"One-North",903
"3 DOVER ROAD",1.3038037,103.7823707,"One-North",903
"3 DOVER ROAD",1.3038037,103.7823707,"One-North",903
"3 DOVER ROAD",1.3038037,103.7823707,"One-North",903
"1 GHIM MOH ROAD",1.3129114,103.7868139,"Buona Vista",1173
"4 GHIM MOH ROAD",1.3132104,103.7881655,"Buona Vista",910
"2 GHIM MOH ROAD",1.3124126,103.7868979,"Buona Vista",916
"3 GHIM MOH ROAD",1.3121173,103.7873506,"Buona Vista",831
"21 GHIM MOH ROAD",1.3106477,103.7884371,"Buona Vista",744
"5 GHIM MOH ROAD",1.312624,103.7883466,"Buona Vista",885
"6 GHIM MOH ROAD",1.3123313,103.7883466,"Buona Vista",839
"19 GHIM MOH ROAD",1.3115263,103.7883466,"Buona Vista",670
"9 HOLLAND AVENUE",1.3074653,103.794866,"Holland Village",518
"8 HOLLAND AVENUE",1.306882,103.7945038,"Buona Vista",630
"2 HOLLAND AVENUE",1.3092152,103.7959526,"Holland Village",183
"12 HOLLAND AVENUE",1.3095086,103.7945718,"Holland Village",198
"6 HOLLAND CLOSE",1.3071143,103.7954772,"Holland Village",556
"31 HOLLAND CLOSE",1.3070686,103.7971071,"Holland Village",659
"32 HOLLAND CLOSE",1.3070381,103.7960205,"Holland Village",512
"4 HOLLAND CLOSE",1.3079724,103.7957715,"Holland Village",419
"11 HOLLAND DRIVE",1.309007,103.7940607,"Holland Village",289
"41 HOLLAND DRIVE",1.3076078,103.7934462,"Buona Vista",494
"13 HOLLAND DRIVE",1.3093758,103.7934172,"Holland Village",647
"18A HOLLAND DRIVE",1.3110338,103.791699,"Buona Vista",584
"43 HOLLAND DRIVE",1.3071086,103.7932361,"Buona Vista",403
"18B HOLLAND DRIVE",1.311248,103.7915349,"Buona Vista",573
"157 MEI LING STREET",1.2930056,103.8035591,"Queenstown",583
"161 MEI LING STREET",1.2914703,103.8034685,"Queenstown",567
"160 MEI LING STREET",1.2921971,103.8042835,"Queenstown",484
"162 MEI LING STREET",1.2921875,103.8027214,"Queenstown",751
"154 MEI LING STREET",1.2935996,103.8035009,"Queenstown",421
"152 MEI LING STREET",1.2938678,103.80255,"Queenstown",736
"153 MEI LING STREET",1.2938127,103.8031063,"Queenstown",635
"158 MEI LING STREET",1.2926445,103.8027441,"Queenstown",581
"23A QUEEN'S CLOSE",1.2944348,103.7997331,"Queenstown",1086
"169 STIRLING ROAD",1.2904595,103.8031098,"Queenstown",681
"170 STIRLING ROAD",1.2909755,103.8031117,"Queenstown",648
"164 STIRLING ROAD",1.2914763,103.8023818,"Queenstown",755
"168 STIRLING ROAD",1.2899558,103.8032775,"Queenstown",728
"165 STIRLING ROAD",1.2908391,103.8018997,"Queenstown",765
"166 STIRLING ROAD",1.2906724,103.8023356,"Queenstown",762
"167 STIRLING ROAD",1.2900121,103.8026535,"Queenstown",1055
"171 STIRLING ROAD",1.2909268,103.8039146,"Queenstown",552
"56 STIRLING ROAD",1.2966865,103.8042269,"Queenstown",283
"163 STIRLING ROAD",1.291904,103.8026439,"Queenstown",716
"61B STRATHMORE AVENUE",1.2937843,103.8119491,"Queenstown",823
"61A STRATHMORE AVENUE",1.2939231,103.8115512,"Queenstown",780
"61C STRATHMORE AVENUE",1.2942509,103.8122177,"Queenstown",943
"62B STRATHMORE AVENUE",1.2945274,103.8110342,"Queenstown",691
"89 TANGLIN HALT ROAD",1.3012044,103.798857,"Commonwealth",532
"90 TANGLIN HALT ROAD",1.3006381,103.7990315,"Commonwealth",547
"7A COMMONWEALTH AVENUE",1.3068794,103.7949565,"Buona Vista",661
"7A COMMONWEALTH AVENUE",1.3068794,103.7949565,"Buona Vista",661
"7A COMMONWEALTH AVENUE",1.3068794,103.7949565,"Buona Vista",661
"88 DAWSON ROAD",1.2957345,103.8093749,"Queenstown",746
"86 DAWSON ROAD",1.2956741,103.8103377,"Queenstown",732
"92 DAWSON ROAD",1.2950381,103.8111459,"Queenstown",818
"19 DOVER CRESCENT",1.3078215,103.7836392,"Dover",790
"28D DOVER CRESCENT",1.3062587,103.782528,"Dover",1117
"18 DOVER CRESCENT",1.3081155,103.7832761,"Dover",815
"17 DOVER CRESCENT",1.3076782,103.782914,"Dover",849
"28A DOVER CRESCENT",1.3049022,103.78219,"Dover",1090
"23 DOVER CRESCENT",1.3074356,103.7836159,"Dover",777
"23 DOVER CRESCENT",1.3074356,103.7836159,"Dover",777
"23 DOVER CRESCENT",1.3074356,103.7836159,"Dover",777
"23 DOVER CRESCENT",1.3074356,103.7836159,"Dover",777
"23 DOVER CRESCENT",1.3074356,103.7836159,"Dover",777
"15 GHIM MOH ROAD",1.3091078,103.7886239,"Buona Vista",486
"3A HOLLAND CLOSE",1.3082389,103.7965162,"Holland Village",397
"30A HOLLAND CLOSE",1.3075149,103.7971852,"Holland Village",650
"18D HOLLAND DRIVE",1.3099792,103.7926864,"Buona Vista",498
"18C HOLLAND DRIVE",1.3104492,103.7917875,"Buona Vista",613
"145 MEI LING STREET",1.2939033,103.8048715,"Queenstown",496
"23B QUEEN'S CLOSE",1.293681,103.8004802,"Queenstown",968
"20 QUEEN'S CLOSE",1.2928063,103.7999369,"Queenstown",1151
"21 QUEEN'S CLOSE",1.2932461,103.7997558,"Queenstown",1203
"22 QUEEN'S CLOSE",1.293686,103.7995747,"Queenstown",1240
"22 QUEEN'S CLOSE",1.293686,103.7995747,"Queenstown",1240
"182 STIRLING ROAD",1.2951912,103.8051391,"Queenstown",195
"183 STIRLING ROAD",1.2957896,103.8048296,"Queenstown",269
"181 STIRLING ROAD",1.2942188,103.8057098,"Queenstown",67
"42 STIRLING ROAD",1.2982967,103.8024045,"Queenstown",682
"49 STRATHMORE AVENUE",1.2941493,103.8083586,"Queenstown",392
"62A STRATHMORE AVENUE",1.2944327,103.8114769,"Queenstown",739
"51 STRATHMORE AVENUE",1.2934517,103.8088567,"Queenstown",549
"50 STRATHMORE AVENUE",1.2938915,103.8086755,"Queenstown",451
"52 STRATHMORE AVENUE",1.2933452,103.808268,"Queenstown",425
"56 STRATHMORE AVENUE",1.2933362,103.8098981,"Queenstown",609
"59 STRATHMORE AVENUE",1.2932659,103.8111061,"Queenstown",798
"60 STRATHMORE AVENUE",1.2929624,103.8119827,"Queenstown",881
"58 STRATHMORE AVENUE",1.2931415,103.8108517,"Queenstown",781
"83 STRATHMORE AVENUE",1.2948628,103.8082907,"Queenstown",452
"55 STRATHMORE AVENUE",1.2933024,103.8094,"Queenstown",625
"48 STRATHMORE AVENUE",1.2940239,103.8078831,"Queenstown",335
"91 TANGLIN HALT ROAD",1.3007258,103.7994571,"Commonwealth",633
"7 COMMONWEALTH AVENUE",1.3062823,103.7947122,"Buona Vista",636
